,BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,Neighborhood,NumberofBuildings,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance,Autre,Bureau,Commercial,Hotel / Restaurant,Industrial,Loisirs,Public,Residential,Santé,Scolaire,Service,industrial
156,Nonresidential COS,Industrial,1924,2,179161,Industrial,GREATER DUWAMISH,1.0,,9436408.0,96.43,3.820242946457991,0,0,0,0,1,0,0,0,0,0,0,0
157,Nonresidential COS,Industrial,1965,2,58640,Industrial,GREATER DUWAMISH,1.0,,3928695.25,27.39,3.820242946457991,0,0,0,0,1,0,0,0,0,0,0,0
158,NonResidential,Autre,1999,3,1172127,Loisirs,GREATER DUWAMISH,1.0,,58761304.0,1246.55,1.8697588996090757,0,0,0,0,0,1,0,0,0,0,0,0
159,NonResidential,Hotel / Restaurant,2005,9,168449,Hotel / Restaurant,GREATER DUWAMISH,1.0,64.0,12726789.0,388.37,1.7238038073347501,0,0,0,1,0,0,0,0,0,0,0,0
160,NonResidential,Industrial,1916,4,79600,Industrial,GREATER DUWAMISH,1.0,34.0,2411402.25,16.81,3.082941718234082,0,0,0,0,1,0,0,0,0,0,0,0
161,SPS-District K-12,Scolaire,1997,4,241066,Scolaire,LAKE UNION,1.0,79.0,7791957.0,270.97,6.450360983971757,0,0,0,0,0,0,0,0,0,1,0,0
162,Campus,Bureau,1980,2,334368,Bureau,GREATER DUWAMISH,14.0,,53466684.0,748.55,9.18058634059115,0,1,0,0,0,0,0,0,0,0,0,0
163,NonResidential,Autre,2008,6,419848,Autre,NORTH,1.0,,9134963.0,162.41,11.324521297036803,1,0,0,0,0,0,0,0,0,0,0,0
164,NonResidential,Autre,2002,4,110785,Residential,MAGNOLIA / QUEEN ANNE,1.0,,10557910.0,92.91,2.422964279573735,0,0,0,0,0,0,0,1,0,0,0,0
166,NonResidential,Hotel / Restaurant,1999,2,934292,Hotel / Restaurant,DOWNTOWN,1.0,,65047284.0,1638.46,1.7791068824234777,0,0,0,1,0,0,0,0,0,0,0,0
167,NonResidential,Santé,1990,5,597519,Santé,CENTRAL,6.0,34.0,143423024.0,4906.33,3.1842829575062463,0,0,0,0,0,0,0,0,1,0,0,0
168,SPS-District K-12,Scolaire,1999,1,71714,Scolaire,DELRIDGE,1.0,87.0,2371358.0,36.24,8.599930315536623,0,0,0,0,0,0,0,0,0,1,0,0
169,NonResidential,Industrial,1991,3,75397,Industrial,LAKE UNION,1.0,91.0,549181.375,9.63,5.433225736280097,0,0,0,0,1,0,0,0,0,0,0,0
170,NonResidential,Santé,2000,8,1158691,Santé,EAST,9.0,29.0,293090784.0,10734.57,2.089499315486335,0,0,0,0,0,0,0,0,1,0,0,0
171,NonResidential,Santé,1999,5,102796,Santé,DOWNTOWN,1.0,,10105379.0,193.94,2.3365957847178223,0,0,0,0,0,0,0,0,1,0,0,0
172,SPS-District K-12,Scolaire,2002,2,208981,Scolaire,SOUTHWEST,1.0,80.0,8164853.0,207.79,3.792504129044596,0,0,0,0,0,0,0,0,0,1,0,0
174,NonResidential,Scolaire,1928,2,55653,Scolaire,NORTHEAST,1.0,98.0,1377627.0,72.88,7.576927305205733,0,0,0,0,0,0,0,0,0,1,0,0
175,NonResidential,Hotel / Restaurant,1931,16,106860,Hotel / Restaurant,NORTHEAST,1.0,49.0,11935719.0,469.57,7.12294122436436,0,0,0,1,0,0,0,0,0,0,0,0
176,NonResidential,Bureau,1972,5,50759,Bureau,NORTH,1.0,62.0,3147042.0,49.09,13.630294755856019,0,1,0,0,0,0,0,0,0,0,0,0
177,NonResidential,Autre,1952,2,56772,Autre,NORTHEAST,1.0,46.0,2439484.75,84.57,7.2588189746786735,1,0,0,0,0,0,0,0,0,0,0,0
178,NonResidential,Autre,1952,3,103000,Autre,NORTHEAST,1.0,42.0,4854429.5,149.93,7.321943256919594,1,0,0,0,0,0,0,0,0,0,0,0
179,SPS-District K-12,Scolaire,2006,3,269297,Scolaire,NORTHEAST,1.0,80.0,10498344.0,225.19,8.801943867592293,0,0,0,0,0,0,0,0,0,1,0,0
180,SPS-District K-12,Scolaire,2001,3,75174,Scolaire,NORTHEAST,1.0,77.0,2733846.0,71.86,8.903185466591207,0,0,0,0,0,0,0,0,0,1,0,0
181,SPS-District K-12,Scolaire,2003,3,75214,Scolaire,MAGNOLIA / QUEEN ANNE,1.0,88.0,2334260.0,43.98,4.358574342337855,0,0,0,0,0,0,0,0,0,1,0,0
182,SPS-District K-12,Scolaire,2005,3,134918,Scolaire,SOUTHWEST,1.0,91.0,3822102.5,69.42,4.3924899904006915,0,0,0,0,0,0,0,0,0,1,0,0
183,SPS-District K-12,Scolaire,1991,2,64414,Scolaire,CENTRAL,1.0,67.0,2295176.5,16.0,4.088617802527404,0,0,0,0,0,0,0,0,0,1,0,0
184,SPS-District K-12,Scolaire,1927,3,92437,Scolaire,NORTHWEST,1.0,78.0,4626443.0,201.05,8.594759627951781,0,0,0,0,0,0,0,0,0,1,0,0
185,NonResidential,Autre,1914,7,128766,Loisirs,DOWNTOWN,1.0,,6057410.0,57.21,1.7204026736735372,0,0,0,0,0,1,0,0,0,0,0,0
186,NonResidential,Scolaire,1913,9,107572,Residential,DOWNTOWN,1.0,76.0,5572503.0,254.87,1.5365324002441199,0,0,0,0,0,0,0,1,0,0,0,0
187,NonResidential,Autre,1955,15,230880,Autre,DOWNTOWN,1.0,,62197176.0,433.6,1.3485291588736215,1,0,0,0,0,0,0,0,0,0,0,0
191,SPS-District K-12,Scolaire,2007,3,204961,Scolaire,GREATER DUWAMISH,1.0,94.0,8190809.0,226.06,6.248948957521473,0,0,0,0,0,0,0,0,0,1,0,0
192,NonResidential,Autre,1973,1,76086,Autre,MAGNOLIA / QUEEN ANNE,1.0,,3267564.0,101.41,4.59653500210035,1,0,0,0,0,0,0,0,0,0,0,0
193,NonResidential,Santé,1927,5,190000,Santé,MAGNOLIA / QUEEN ANNE,1.0,1.0,28731502.0,661.04,2.0271412835476594,0,0,0,0,0,0,0,0,1,0,0,0
194,NonResidential,Hotel / Restaurant,1961,4,122309,Hotel / Restaurant,DOWNTOWN,1.0,8.0,25453690.0,1060.13,1.1020390566018723,0,0,0,1,0,0,0,0,0,0,0,0
195,Campus,Autre,1995,3,215476,Autre,DOWNTOWN,4.0,,24017770.0,639.39,0.9975899550656093,1,0,0,0,0,0,0,0,0,0,0,0
196,NonResidential,Hotel / Restaurant,2003,8,254273,Hotel / Restaurant,DOWNTOWN,1.0,29.0,26659244.0,780.84,0.9834312257069071,0,0,0,1,0,0,0,0,0,0,0,0
197,Nonresidential COS,Autre,1980,2,69400,Loisirs,DOWNTOWN,1.0,,14833476.0,301.76,0.8825948781252572,0,0,0,0,0,1,0,0,0,0,0,0
198,NonResidential,Autre,1900,1,62900,Hotel / Restaurant,DOWNTOWN,1.0,,10394330.0,377.27,0.9116019691419708,0,0,0,1,0,0,0,0,0,0,0,0
199,NonResidential,Bureau,1914,4,56500,Bureau,DOWNTOWN,1.0,98.0,1380293.625,44.22,1.195854725595702,0,1,0,0,0,0,0,0,0,0,0,0
200,NonResidential,Industrial,2008,4,203504,Industrial,GREATER DUWAMISH,1.0,72.0,3785282.5,26.39,2.195431042346528,0,0,0,0,1,0,0,0,0,0,0,0
201,NonResidential,Bureau,1968,3,100734,Bureau,DOWNTOWN,1.0,20.0,9788717.0,68.24,1.675629202504248,0,1,0,0,0,0,0,0,0,0,0,0
202,NonResidential,Bureau,1981,4,77662,Bureau,DOWNTOWN,1.0,57.0,5007401.0,68.19,1.618670576743047,0,1,0,0,0,0,0,0,0,0,0,0
203,NonResidential,Bureau,1978,12,234000,Bureau,DOWNTOWN,1.0,39.0,18661606.0,149.27,1.576872429038748,0,1,0,0,0,0,0,0,0,0,0,0
204,NonResidential,Bureau,1989,25,369996,Bureau,DOWNTOWN,1.0,74.0,24755086.0,172.58,1.5328059664747242,0,1,0,0,0,0,0,0,0,0,0,0
205,NonResidential,Commercial,1925,10,693450,Commercial,DOWNTOWN,1.0,93.0,40062888.0,398.19,1.5771923951001643,0,0,1,0,0,0,0,0,0,0,0,0
206,NonResidential,Bureau,1976,33,791396,Bureau,DOWNTOWN,1.0,89.0,40847752.0,313.3,1.7525388535240343,0,1,0,0,0,0,0,0,0,0,0,0
207,NonResidential,Bureau,2000,23,747747,Bureau,DOWNTOWN,1.0,90.0,30985420.0,359.11,1.7671932345018515,0,1,0,0,0,0,0,0,0,0,0,0
208,NonResidential,Bureau,1926,10,63409,Bureau,DOWNTOWN,1.0,90.0,3444270.0,170.51,1.6594508020982293,0,1,0,0,0,0,0,0,0,0,0,0
209,NonResidential,Bureau,1930,17,204790,Bureau,DOWNTOWN,1.0,91.0,7739699.0,100.26,1.7255730816162187,0,1,0,0,0,0,0,0,0,0,0,0
210,NonResidential,Bureau,1916,5,73399,Bureau,DOWNTOWN,1.0,61.0,3757006.0,26.19,1.5048789751365537,0,1,0,0,0,0,0,0,0,0,0,0
211,NonResidential,Bureau,1969,20,265851,Bureau,DOWNTOWN,1.0,90.0,14633233.0,563.25,1.659060848552331,0,1,0,0,0,0,0,0,0,0,0,0
212,NonResidential,Bureau,2009,25,758043,Bureau,DOWNTOWN,1.0,95.0,27018020.0,229.25,1.8225186111256266,0,1,0,0,0,0,0,0,0,0,0,0
213,NonResidential,Bureau,1968,12,206000,Bureau,DOWNTOWN,1.0,91.0,8580279.0,222.19,1.731297759015327,0,1,0,0,0,0,0,0,0,0,0,0
214,NonResidential,Bureau,2009,36,824887,Bureau,DOWNTOWN,1.0,97.0,39523852.0,275.54,1.868099286307561,0,1,0,0,0,0,0,0,0,0,0,0
215,NonResidential,Bureau,1990,16,480840,Bureau,DOWNTOWN,1.0,94.0,17867002.0,130.73,1.9757373804770548,0,1,0,0,0,0,0,0,0,0,0,0
216,NonResidential,Bureau,1900,7,89550,Bureau,DOWNTOWN,1.0,85.0,3903259.75,51.67,1.3649358184199165,0,1,0,0,0,0,0,0,0,0,0,0
217,NonResidential,Bureau,1900,6,89355,Bureau,DOWNTOWN,1.0,66.0,4178233.5,31.97,1.3539852048827345,0,1,0,0,0,0,0,0,0,0,0,0
218,NonResidential,Bureau,1922,15,388934,Bureau,DOWNTOWN,1.0,89.0,18576900.0,213.23,1.4032337252472395,0,1,0,0,0,0,0,0,0,0,0,0
219,NonResidential,Bureau,1929,22,384302,Bureau,DOWNTOWN,1.0,98.0,10062436.0,70.15,1.2523362344312785,0,1,0,0,0,0,0,0,0,0,0,0
220,NonResidential,Bureau,1958,17,378525,Bureau,DOWNTOWN,1.0,69.0,24906132.0,940.47,1.2852746341136954,0,1,0,0,0,0,0,0,0,0,0,0
221,NonResidential,Bureau,1983,47,1323055,Bureau,DOWNTOWN,1.0,94.0,44683660.0,318.97,1.324063674232063,0,1,0,0,0,0,0,0,0,0,0,0
222,NonResidential,Bureau,1986,41,589921,Bureau,DOWNTOWN,1.0,84.0,24603420.0,171.52,1.279675462366118,0,1,0,0,0,0,0,0,0,0,0,0
223,NonResidential,Bureau,1950,6,91091,Bureau,DOWNTOWN,1.0,,1835804.875,46.56,1.21640992388849,0,1,0,0,0,0,0,0,0,0,0,0
224,NonResidential,Bureau,1968,8,157941,Bureau,DOWNTOWN,1.0,81.0,3743228.5,26.1,1.1742900730171075,0,1,0,0,0,0,0,0,0,0,0,0
225,NonResidential,Bureau,1991,29,635303,Bureau,DOWNTOWN,1.0,95.0,18221224.0,139.72,1.1792314945186635,0,1,0,0,0,0,0,0,0,0,0,0
226,NonResidential,Bureau,1958,6,172842,Bureau,DOWNTOWN,1.0,,41399504.0,362.66,1.2556068382068408,0,1,0,0,0,0,0,0,0,0,0,0
227,NonResidential,Bureau,1980,34,776762,Bureau,DOWNTOWN,1.0,81.0,32552428.0,231.32,1.2944718841237464,0,1,0,0,0,0,0,0,0,0,0,0
228,NonResidential,Bureau,1972,14,186768,Bureau,DOWNTOWN,1.0,95.0,9641043.0,218.53,1.354945952788556,0,1,0,0,0,0,0,0,0,0,0,0
229,NonResidential,Bureau,1969,49,1123435,Bureau,DOWNTOWN,1.0,89.0,45163308.0,627.87,1.3835215177638214,0,1,0,0,0,0,0,0,0,0,0,0
230,NonResidential,Bureau,2002,37,1052469,Bureau,DOWNTOWN,1.0,93.0,41213584.0,287.32,1.4141868605325916,0,1,0,0,0,0,0,0,0,0,0,0
231,NonResidential,Bureau,1973,42,617684,Bureau,DOWNTOWN,1.0,28.0,69519808.0,546.65,1.544904470042434,0,1,0,0,0,0,0,0,0,0,0,0
232,NonResidential,Bureau,1907,8,201480,Bureau,DOWNTOWN,1.0,91.0,8921778.0,175.95,1.4393105542352658,0,1,0,0,0,0,0,0,0,0,0,0
233,Nonresidential COS,Bureau,1990,63,1354987,Bureau,DOWNTOWN,1.0,89.0,61576184.0,429.27,1.647271068988633,0,1,0,0,0,0,0,0,0,0,0,0
234,Nonresidential COS,Bureau,2001,14,310490,Bureau,DOWNTOWN,1.0,,21169502.0,380.37,1.686110645015116,0,1,0,0,0,0,0,0,0,0,0,0
235,Nonresidential COS,Bureau,2003,8,199530,Bureau,DOWNTOWN,1.0,69.0,13214416.0,298.61,1.6423438609214225,0,1,0,0,0,0,0,0,0,0,0,0
236,NonResidential,Bureau,2006,13,372242,Bureau,DOWNTOWN,1.0,98.0,13843866.0,216.24,1.724263208608949,0,1,0,0,0,0,0,0,0,0,0,0
237,NonResidential,Bureau,1909,7,114395,Bureau,DOWNTOWN,1.0,99.0,2746560.75,70.17,1.7569981871025095,0,1,0,0,0,0,0,0,0,0,0,0
238,NonResidential,Commercial,1978,2,89200,Commercial,NORTHEAST,1.0,83.0,6461937.0,89.47,7.0475402605393676,0,0,1,0,0,0,0,0,0,0,0,0
239,NonResidential,Bureau,1971,23,474546,Bureau,NORTHEAST,1.0,77.0,28450436.0,198.34,7.039466892684209,0,1,0,0,0,0,0,0,0,0,0,0
240,NonResidential,Autre,1969,5,36000,Industrial,NORTHEAST,1.0,96.0,30038490.0,209.41,7.013663509709355,0,0,0,0,1,0,0,0,0,0,0,0
241,NonResidential,Bureau,1961,5,99005,Bureau,NORTHEAST,1.0,70.0,4728488.5,119.03,7.0219082677177544,0,1,0,0,0,0,0,0,0,0,0,0
242,NonResidential,Bureau,2002,6,135051,Bureau,NORTHEAST,1.0,88.0,4426136.0,30.86,6.968084423189536,0,1,0,0,0,0,0,0,0,0,0,0
243,NonResidential,Bureau,2002,5,220649,Bureau,NORTHEAST,1.0,93.0,7046345.5,49.12,6.885433970000083,0,1,0,0,0,0,0,0,0,0,0,0
244,NonResidential,Industrial,1964,5,93660,Service,DOWNTOWN,1.0,,873221.875,6.09,2.0695690306499417,0,0,0,0,0,0,0,0,0,0,1,0
245,NonResidential,Bureau,1980,18,413715,Bureau,DOWNTOWN,1.0,79.0,24224888.0,168.88,2.15503632002508,0,1,0,0,0,0,0,0,0,0,0,0
246,NonResidential,Autre,2000,11,381381,Autre,DOWNTOWN,1.0,94.0,9765777.0,72.42,2.3061207445092586,1,0,0,0,0,0,0,0,0,0,0,0
247,NonResidential,Bureau,1988,20,497513,Bureau,DOWNTOWN,1.0,65.0,26823218.0,197.19,2.2962136199816165,0,1,0,0,0,0,0,0,0,0,0,0
248,NonResidential,Bureau,1979,24,543876,Bureau,DOWNTOWN,1.0,79.0,25307744.0,176.43,1.4782154202125504,0,1,0,0,0,0,0,0,0,0,0,0
249,NonResidential,Autre,1980,4,109347,Santé,DOWNTOWN,1.0,,8218155.5,91.13,1.7052633274901534,0,0,0,0,0,0,0,0,1,0,0,0
250,NonResidential,Bureau,1982,6,396626,Bureau,DOWNTOWN,1.0,64.0,20361158.0,141.95,1.7460237665323806,0,1,0,0,0,0,0,0,0,0,0,0
251,NonResidential,Bureau,2002,6,287471,Bureau,DOWNTOWN,1.0,74.0,14913424.0,103.97,1.6088518054482752,0,1,0,0,0,0,0,0,0,0,0,0
252,NonResidential,Bureau,1947,3,192630,Bureau,DOWNTOWN,1.0,94.0,5357833.0,46.03,1.734854347977382,0,1,0,0,0,0,0,0,0,0,0,0
253,NonResidential,Bureau,1984,8,253103,Bureau,DOWNTOWN,1.0,3.0,29949248.0,208.79,1.7270778664830055,0,1,0,0,0,0,0,0,0,0,0,0
254,NonResidential,Commercial,1956,1,60880,Commercial,NORTHWEST,1.0,54.0,14293972.0,384.27,11.09002066534383,0,0,1,0,0,0,0,0,0,0,0,0
255,NonResidential,Bureau,1900,5,50176,Bureau,DOWNTOWN,1.0,77.0,2933288.75,24.91,1.4628045545641362,0,1,0,0,0,0,0,0,0,0,0,0
256,NonResidential,Bureau,1912,42,304346,Bureau,DOWNTOWN,1.0,72.0,23262244.0,741.3,1.4847663174760393,0,1,0,0,0,0,0,0,0,0,0,0
257,NonResidential,Industrial,1977,1,128800,Industrial,GREATER DUWAMISH,1.0,97.0,1809101.5,78.92,7.0587821234186245,0,0,0,0,1,0,0,0,0,0,0,0
258,NonResidential,Bureau,1927,8,321945,Bureau,DOWNTOWN,1.0,76.0,13656587.0,355.05,1.5245674321679563,0,1,0,0,0,0,0,0,0,0,0,0
259,NonResidential,Bureau,1964,22,336330,Bureau,DOWNTOWN,1.0,77.0,18967014.0,530.66,1.5334875247650692,0,1,0,0,0,0,0,0,0,0,0,0
260,NonResidential,Bureau,1960,21,298426,Bureau,DOWNTOWN,1.0,79.0,27076922.0,1084.79,1.3593437004947584,0,1,0,0,0,0,0,0,0,0,0,0
261,NonResidential,Bureau,1976,42,635824,Bureau,DOWNTOWN,1.0,69.0,48479988.0,337.97,1.4439978893303933,0,1,0,0,0,0,0,0,0,0,0,0
262,NonResidential,Hotel / Restaurant,1923,12,542305,Hotel / Restaurant,DOWNTOWN,1.0,45.0,56485204.0,2573.75,1.4569887541391457,0,0,0,1,0,0,0,0,0,0,0,0
263,NonResidential,Commercial,1980,2,291940,Commercial,SOUTHEAST,1.0,80.0,11688601.0,162.45,4.809718408776107,0,0,1,0,0,0,0,0,0,0,0,0
264,NonResidential,Autre,1970,1,88400,Industrial,GREATER DUWAMISH,1.0,42.0,4383100.5,116.03,9.259089394931241,0,0,0,0,1,0,0,0,0,0,0,0
265,NonResidential,Industrial,1960,1,52311,Industrial,NORTHWEST,1.0,96.0,930611.875,48.65,14.082519962780454,0,0,0,0,1,0,0,0,0,0,0,0
266,NonResidential,Autre,2009,5,141131,Autre,LAKE UNION,1.0,,3085814.0,21.51,2.8018166247301552,1,0,0,0,0,0,0,0,0,0,0,0
267,NonResidential,Bureau,2001,5,176532,Bureau,LAKE UNION,1.0,60.0,5803409.0,40.46,2.840255410258022,0,1,0,0,0,0,0,0,0,0,0,0
268,NonResidential,Industrial,1973,1,52500,Industrial,BALLARD,1.0,2.0,3989399.0,70.47,6.32620300491353,0,0,0,0,1,0,0,0,0,0,0,0
269,NonResidential,Industrial,1959,2,57300,Industrial,BALLARD,1.0,55.0,4560492.0,156.67,7.476666939205142,0,0,0,0,1,0,0,0,0,0,0,0
270,NonResidential,Bureau,1916,6,350310,Bureau,DOWNTOWN,1.0,90.0,18102026.0,224.36,1.3137424217297973,0,1,0,0,0,0,0,0,0,0,0,0
271,NonResidential,Bureau,1988,55,1400000,Bureau,DOWNTOWN,1.0,92.0,53079164.0,588.9,1.269063419131186,0,1,0,0,0,0,0,0,0,0,0,0
272,NonResidential,Hotel / Restaurant,1930,21,305548,Hotel / Restaurant,DOWNTOWN,1.0,58.0,33729336.0,1510.85,1.5506589167458493,0,0,0,1,0,0,0,0,0,0,0,0
273,NonResidential,Bureau,1989,46,1536606,Bureau,DOWNTOWN,1.0,89.0,56606136.0,530.18,1.5481185538553162,0,1,0,0,0,0,0,0,0,0,0,0
274,NonResidential,Bureau,1958,10,135918,Bureau,DOWNTOWN,1.0,91.0,6423556.5,193.72,1.5248766384220591,0,1,0,0,0,0,0,0,0,0,0,0
275,NonResidential,Commercial,1914,4,79957,Commercial,DOWNTOWN,1.0,25.0,5252131.0,36.61,1.5403524095982413,0,0,1,0,0,0,0,0,0,0,0,0
276,NonResidential,Bureau,1921,4,127268,Bureau,DOWNTOWN,1.0,71.0,7711757.5,148.11,1.587166858695072,0,1,0,0,0,0,0,0,0,0,0,0
277,NonResidential,Bureau,1983,29,500000,Bureau,DOWNTOWN,1.0,93.0,18848780.0,131.4,1.5783640676707935,0,1,0,0,0,0,0,0,0,0,0,0
278,NonResidential,Bureau,1926,10,132326,Bureau,DOWNTOWN,1.0,72.0,6029020.0,65.2,1.4283782734405328,0,1,0,0,0,0,0,0,0,0,0,0
279,NonResidential,Bureau,1984,6,109830,Bureau,DOWNTOWN,1.0,45.0,7335905.5,51.14,1.4710248138326072,0,1,0,0,0,0,0,0,0,0,0,0
280,NonResidential,Hotel / Restaurant,1973,19,332067,Hotel / Restaurant,DOWNTOWN,1.0,6.0,37785552.0,1468.5,1.4458307497386944,0,0,0,1,0,0,0,0,0,0,0,0
281,NonResidential,Bureau,1910,10,130513,Bureau,DOWNTOWN,1.0,49.0,11651200.0,318.08,1.3725547969183642,0,1,0,0,0,0,0,0,0,0,0,0
282,NonResidential,Bureau,1920,8,60660,Bureau,DOWNTOWN,1.0,,2586116.0,18.03,1.3722339048329655,0,1,0,0,0,0,0,0,0,0,0,0
283,NonResidential,Bureau,1929,14,137350,Bureau,DOWNTOWN,1.0,89.0,6366084.5,202.99,1.3237180293371964,0,1,0,0,0,0,0,0,0,0,0,0
284,NonResidential,Bureau,1929,15,151039,Bureau,DOWNTOWN,1.0,84.0,5446624.0,238.09,1.3673307833398916,0,1,0,0,0,0,0,0,0,0,0,0
285,NonResidential,Bureau,1985,30,755000,Bureau,DOWNTOWN,1.0,72.0,52226204.0,793.05,1.3594224926282998,0,1,0,0,0,0,0,0,0,0,0,0
286,NonResidential,Bureau,1906,4,63540,Bureau,DOWNTOWN,1.0,72.0,3518459.5,74.83,1.2488522090130028,0,1,0,0,0,0,0,0,0,0,0,0
287,NonResidential,Bureau,1927,10,130893,Bureau,DOWNTOWN,1.0,80.0,6962073.0,48.54,1.2888125371196033,0,1,0,0,0,0,0,0,0,0,0,0
288,NonResidential,Autre,1910,5,79920,Bureau,DOWNTOWN,1.0,,3009463.75,20.98,1.1329793440659623,0,1,0,0,0,0,0,0,0,0,0,0
289,Campus,Autre,1908,4,137400,Commercial,DOWNTOWN,1.0,,14940504.0,316.2,1.0438787523684676,0,0,1,0,0,0,0,0,0,0,0,0
290,NonResidential,Autre,1996,6,147852,Autre,DOWNTOWN,1.0,,9671619.0,185.03,1.6335506606326036,1,0,0,0,0,0,0,0,0,0,0,0
291,NonResidential,Autre,1996,4,267335,Autre,DOWNTOWN,1.0,,7273155.5,147.75,1.6628039155545078,1,0,0,0,0,0,0,0,0,0,0,0
292,NonResidential,Bureau,1989,56,1605578,Bureau,DOWNTOWN,1.0,97.0,49517704.0,525.78,1.705103944432359,0,1,0,0,0,0,0,0,0,0,0,0
293,NonResidential,Bureau,1980,36,794592,Bureau,DOWNTOWN,1.0,96.0,26689658.0,216.43,1.647837181891032,0,1,0,0,0,0,0,0,0,0,0,0
294,NonResidential,Bureau,1971,21,456304,Bureau,DOWNTOWN,1.0,74.0,19397324.0,135.23,1.6357582973065212,0,1,0,0,0,0,0,0,0,0,0,0
295,NonResidential,Bureau,1986,12,115857,Bureau,DOWNTOWN,1.0,89.0,4757299.5,33.17,1.1760138766546284,0,1,0,0,0,0,0,0,0,0,0,0
296,NonResidential,Bureau,1999,4,87500,Bureau,DOWNTOWN,1.0,72.0,4549892.0,31.72,1.008499307382029,0,1,0,0,0,0,0,0,0,0,0,0
297,NonResidential,Bureau,1998,11,374405,Bureau,DOWNTOWN,1.0,72.0,13329024.0,92.92,1.0598416324633055,0,1,0,0,0,0,0,0,0,0,0,0
298,NonResidential,Autre,1985,12,193500,Autre,DOWNTOWN,1.0,,14436982.0,100.65,1.264643023856496,1,0,0,0,0,0,0,0,0,0,0,0
299,NonResidential,Bureau,1923,11,102846,Bureau,DOWNTOWN,1.0,96.0,5327249.5,281.55,1.1827925865936542,0,1,0,0,0,0,0,0,0,0,0,0
300,NonResidential,Bureau,1925,4,52800,Bureau,DOWNTOWN,1.0,83.0,2429021.0,44.48,1.4291568907544099,0,1,0,0,0,0,0,0,0,0,0,0
301,Campus,Autre,1913,10,258497,Autre,DOWNTOWN,3.0,,20779796.0,418.9,1.4351604241492937,1,0,0,0,0,0,0,0,0,0,0,0
302,NonResidential,Commercial,1929,8,861702,Commercial,DOWNTOWN,1.0,,17666646.0,328.83,1.3755035046026536,0,0,1,0,0,0,0,0,0,0,0,0
303,NonResidential,Autre,1999,5,206950,Autre,EAST,1.0,,19295226.0,249.09,1.86930445193358,1,0,0,0,0,0,0,0,0,0,0,0
305,NonResidential,Autre,1988,9,46710,Santé,EAST,1.0,,4169431.5,130.69,1.950400233058039,0,0,0,0,0,0,0,0,1,0,0,0
306,NonResidential,Santé,1945,3,266000,Santé,EAST,1.0,65.0,13911761.0,201.15,1.950400233058039,0,0,0,0,0,0,0,0,1,0,0,0
307,NonResidential,Santé,1992,14,690158,Santé,EAST,1.0,58.0,21156670.0,147.49,2.1784528404445536,0,0,0,0,0,0,0,0,1,0,0,0
308,NonResidential,Autre,2001,6,378443,Autre,LAKE UNION,1.0,100.0,55073120.0,456.22,1.8639888242897449,1,0,0,0,0,0,0,0,0,0,0,0
309,NonResidential,Autre,2001,6,213834,Autre,LAKE UNION,1.0,100.0,75073888.0,530.59,1.8639888242897449,1,0,0,0,0,0,0,0,0,0,0,0
310,NonResidential,Hotel / Restaurant,1979,5,109017,Hotel / Restaurant,LAKE UNION,1.0,34.0,9474745.0,243.66,2.0297128400775692,0,0,0,1,0,0,0,0,0,0,0,0
311,NonResidential,Bureau,1981,5,275734,Bureau,MAGNOLIA / QUEEN ANNE,1.0,77.0,16373232.0,114.14,2.2733288866693337,0,1,0,0,0,0,0,0,0,0,0,0
312,NonResidential,Industrial,2001,1,123061,Industrial,GREATER DUWAMISH,1.0,59.0,1987934.625,13.86,5.055686728623316,0,0,0,0,1,0,0,0,0,0,0,0
313,NonResidential,Industrial,1963,1,59090,Industrial,GREATER DUWAMISH,1.0,45.0,2756214.75,117.11,6.29473276547741,0,0,0,0,1,0,0,0,0,0,0,0
314,NonResidential,Industrial,1963,1,106000,Industrial,GREATER DUWAMISH,1.0,93.0,763364.5,5.32,6.495541517824095,0,0,0,0,1,0,0,0,0,0,0,0
315,NonResidential,Bureau,1962,3,158600,Bureau,LAKE UNION,1.0,19.0,18309150.0,236.9,3.9294666373532294,0,1,0,0,0,0,0,0,0,0,0,0
316,NonResidential,Industrial,1960,1,119661,Industrial,GREATER DUWAMISH,1.0,97.0,775729.1875,5.44,7.518441329419184,0,0,0,0,1,0,0,0,0,0,0,0
317,NonResidential,Bureau,2001,7,139200,Bureau,LAKE UNION,1.0,81.0,4342597.0,30.27,3.479894912204391,0,1,0,0,0,0,0,0,0,0,0,0
318,NonResidential,Bureau,1984,6,95721,Bureau,MAGNOLIA / QUEEN ANNE,1.0,95.0,3063504.5,21.36,2.6549237620321406,0,1,0,0,0,0,0,0,0,0,0,0
319,NonResidential,Bureau,1996,5,213283,Bureau,MAGNOLIA / QUEEN ANNE,2.0,83.0,5661689.5,39.47,3.0635402873851083,0,1,0,0,0,0,0,0,0,0,0,0
320,NonResidential,Bureau,2001,3,103697,Bureau,LAKE UNION,1.0,7.0,11319836.0,374.92,5.115418847883222,0,1,0,0,0,0,0,0,0,0,0,0
321,NonResidential,Bureau,1974,5,74880,Bureau,NORTH,1.0,56.0,5134607.5,35.8,11.115419800940312,0,1,0,0,0,0,0,0,0,0,0,0
